title,sentiment
Programming bacteria to detect cancer (and maybe treat it),Positive
What's missing from the American immigrant narrative,Negative
The new natural history,Neutral
How do our brains process speech?,Neutral
How we use astrophysics to study earthbound problems,Positive
Why I still have hope for coral reefs,Positive
No roads? There's a drone for that,Positive
"""New Colossus""",Positive
The eco-creators helping the climate through social media,Positive
Who owns the internet of the future?,Neutral
3 elements of true fun — and how to have more of it,Positive
A memorial at Ground Zero,Negative
¿A quién pertenece el pasado?,Neutral
The mysterious lives of giant trees,Neutral
A new way to diagnose autism,Positive
How to build community when you feel isolated,Positive
What happens in your brain when you taste food,Neutral
"How I named, shamed and jailed",Positive
The world's slimiest animal,Neutral
Why I love vultures,Positive
How great leaders inspire action,Positive
How the new generation of Latinx voters could change US elections,Positive
Can you solve the sea monster riddle?,Neutral
The global opportunity to accelerate Africa's sustainable future,Positive
How a penny made me feel like a millionaire,Positive
Are we living in a simulation?,Neutral
The case for vermicomposting,Positive
How to retain Gen Z talent,Positive
What's wrong with our food system,Negative
Why did I ski to the North Pole?,Positive
How clicking a single link can cost millions,Negative
The beauty of building with mud and trash,Positive
The largest river on Earth is actually in the sky,Neutral
How one tree grows 40 different kinds of fruit,Positive
Got a meeting? Take a walk,Positive
"If you adults won't save the world, we will",Positive
"""Wild Women""",Positive
The 3 agencies with the power to make or break economies,Neutral
The tradeoffs of building green,Neutral
Art made of the air we breathe,Positive
A sex therapist's secret to rediscovering your spark,Positive
We need to feed the whole world,Positive
The beautiful future of solar power,Positive
Conserving the canopy,Positive
"Poverty, money -- and love",Positive
How to fight desertification and reverse climate change,Positive
Why real change is about more than just going viral,Positive
How computer memory works,Neutral
"How to go to space, without having to go to space",Positive
The search for microscopic aliens,Neutral
What I learned as a prisoner in North Korea,Negative
Why ordinary people need to understand power,Positive
A new way to define self-worth,Positive
The business logic of sustainability,Positive
Your smartphone is a civil rights issue,Negative
Compassion and the true meaning of empathy,Positive
How we can eliminate child sexual abuse material from the internet,Positive
A vision for truly secure and seamless transactions,Positive
The future of our coastal systems,Neutral
The real reason manufacturing jobs are disappearing,Negative
"The Artists | Think Like A Coder, Ep 5",Neutral
A Rosetta Stone for a lost language,Positive
Why having fun is the secret to a healthier life,Positive
The woman who stared at the sun,Positive
How the Net aids dictatorships,Negative
The conversation we're not having about digital child abuse,Negative
Do the green thing,Positive
"Why should you read Shakespeare's ""The Tempest""?",Positive
The thrilling potential of SixthSense technology,Positive
A concrete idea to reduce carbon emissions,Positive
"What if we saw climate change as an amazing challenge, not a burden?",Positive
"War, AI and the new global arms race",Negative
How wireless energy from space could power everything,Positive
Let's scan the whole planet with LiDAR,Positive
"""Good"" and ""bad"" are incomplete stories we tell ourselves",Neutral
Whoever builds something here will be rich beyond measure,Positive
Chimps have feelings and thoughts. They should also have rights,Positive
Toward a new understanding of mental illness,Neutral
"How did Apartheid happen, and how did it finally end?",Neutral
This is beatjazz,Positive
The real reason dodo birds went extinct,Neutral
What nonprofits can learn from Coca-Cola,Neutral
How language shapes the way we think,Neutral
Let's pool our medical data,Positive
The three different ways mammals give birth,Neutral
A liberating vision of identity that transcends labels,Positive
Wiring a web for global good,Positive
How America's public schools keep kids in poverty,Negative
A practical way to help the homeless find work and safety,Positive
Our history and future in ice,Neutral
Why don't we have better robots yet?,Negative
Why civilians suffer more once a war is over,Negative
"The search for ""aha!"" moments",Positive
Why are eating disorders so hard to treat?,Negative
Would you raise the bird that murdered your children?,Negative
How this FBI strategy is actually creating US-based terrorists,Negative
Using the Super Bowl to give back,Positive
What if 3D printing was 100x faster?,Positive
How do your hormones work?,Neutral
Should we eat bugs?,Neutral
The myth of Pandora's box,Neutral
Inside your computer,Neutral
The importance of visual literacy,Positive
The biggest mistakes in mapmaking history,Neutral
A delightful way to teach kids about computers,Positive
The Irish myth of the Giant's Causeway,Neutral
This is what LGBT life is like around the world,Neutral
"What happens to sex in midlife? A look at the ""bedroom gap""",Neutral
Technology that knows what you're feeling,Positive
The dust bunnies that built our planet,Neutral
How to educate leaders? Liberal arts,Positive
"Urbanization and the evolution of cities across 10,000 years",Neutral
Turning dunes into architecture,Positive
What hallucination reveals about our minds,Neutral
The rise and fall of the medieval Islamic Empire,Neutral
"The leaders who ruined Africa, and the generation who can fix it",Negative
The therapeutic value of photography,Positive
How ethics can help you make better decisions,Positive
Can you solve the multiverse rescue mission riddle?,Neutral
The day I turned down Tim Berners-Lee,Neutral
"Teach girls bravery, not perfection",Positive
A tool to fix one of the most dangerous moments in surgery,Positive
"Are athletes really getting faster, better, stronger?",Neutral
The quest to understand consciousness,Neutral
A TED speaker's worst nightmare,Negative
How to have better political conversations,Positive
Myths and misconceptions about evolution,Neutral
A moving song from women in prison for life,Positive
A coral reef love story,Positive
How fireflies communicate,Neutral
Why are we making pizza boxes out of endangered trees?,Negative
Experiments that hint of longer lives,Positive
The hunt for General Tso,Neutral
Why I became an actor,Positive
The unsung heroes fighting malnutrition,Positive
How I unlearned dangerous lessons about masculinity,Positive
How the Internet enables intimacy,Positive
Who am I? A philosophical inquiry,Neutral
"To help solve global problems, look to developing countries",Positive
How can companies continue to thrive in times of change?,Positive
The refugee crisis is a test of our character,Positive
The real story of the Black Panther Party,Neutral
3 ways companies can support grieving employees,Positive
Casting a spell on the cello,Positive
How fast can a vaccine be made?,Neutral
How to manage your time more effectively (according to machines),Neutral
Allá donde las mujeres mandan,Positive
Four principles for the open world,Positive
Can you really tell if a kid is lying?,Neutral
Let's prepare for our new climate,Positive
Are games better than life?,Neutral
The political power of being a good neighbor,Positive
The ants that run the world,Neutral
Deep sea diving ... in a wheelchair,Positive
4 ways to have healthy conversations about race,Positive
"The intersection of storytelling, cinema and AI",Neutral
On being a woman and a diplomat,Positive
A dig for humanity's origins,Neutral
The era of open innovation,Positive
What ocean microbes reveal about the changing climate,Neutral
"""Chromatic""",Neutral
How we're turning carbon waste into jet fuel (and everything else),Positive
Want to help someone? Shut up and listen!,Neutral
Why the world needs sharks,Positive
What causes cavities?,Neutral
How healthy living nearly killed me,Negative
Can steroids save your life?,Neutral
The hidden treasures of Timbuktu,Positive
Comics belong in the classroom,Positive
Gyotaku: The ancient Japanese art of printing fish,Neutral
How the tiny tardigrade could help solve big problems,Positive
The future of fashion -- made from mushrooms,Positive
How India could pull off the world's most ambitious energy transition,Positive
"A master architect asks, Now what?",Neutral
An unexpected place of healing,Positive
"One woman, five characters, and a sex lesson from the future",Positive
What we don't teach kids about sex,Neutral
What is the rarest color in nature?,Neutral
"The ""myth"" of the boiling frog",Neutral
10 steps to boost your financial health -- that you can do in a day,Positive
Lessons from fungi on markets and economics,Neutral
The fish that walk on land,Neutral
A mobile fridge for vaccines,Positive
School is just the start. Here's how to help girls succeed for life,Positive
Why are cockroaches so hard to kill?,Neutral
"Know your worth, and then ask for it",Positive
Life-altering questions about the end of the universe,Neutral
Investments in the future: A new approach to foreign aid,Positive
"""Sleep Sleep Beauty Bright""",Positive
3 ways your money can fight climate change,Positive
How I claimed a seat at the periodic table,Positive
"Can exercise actually ""boost"" your metabolism?",Neutral
Life lessons through tinkering,Positive
How do blood transfusions work?,Neutral
Who decides what art means? ,Neutral
How to make stress your friend,Positive
"Know thyself, with a brain scanner",Neutral
"How to make pandemics optional, not inevitable",Positive
How we can predict the next financial crisis,Neutral
"""First Kiss""",Positive
How to turn a group of strangers into a team,Positive
A robot that eats pollution,Positive
How great leaders innovate responsibly,Positive
One of the most banned books of all time,Negative
3 tips to boost your confidence ,Positive
How do US Supreme Court justices get appointed?,Neutral
Listening to shame,Negative
How I defend the rule of law,Positive
A new way to remove CO2 from the atmosphere,Positive
Why talent carries you further than fame,Positive
How sleep affects what (and how much) you eat,Neutral
Why books are here to stay,Positive
"The ""dementia village"" that's redefining elder care",Positive
The uncertain location of electrons,Neutral
Can we hack photosynthesis to feed the world?,Positive
The small business hustle,Positive
My wish: The Charter for Compassion,Positive
Why our IQ levels are higher than our grandparents',Neutral
If superpowers were real: Body mass,Neutral
How our voices reveal anxiety,Negative
"Finally, tech solutions to economic development",Positive
Shape-shifting tech will change work as we know it,Positive
The genius of the London Tube Map,Neutral
The ocean's glory -- and horror,Negative
How the mysterious dark net is going mainstream,Neutral
"Transplant cells, not organs",Positive
How to trick yourself into good behavior ,Positive
Self-compassion for the self-critical,Positive
Why do you want to squeeze cute things?,Positive
What's the smallest thing in the universe?,Neutral
The joy of surfing in ice-cold water,Positive
What to expect from a therapy session,Neutral
The cheap all-terrain wheelchair,Positive
Why did the US try to kill all the bison?,Negative
When will I get my water next?,Negative
How to unleash your inner maximalist through costume,Positive
Nuestro imperativo moral para actuar sobre el cambio climático -- y 3 pasos que podemos dar,Positive
Can you solve the secret assassin society riddle?,Neutral
The fight against sex slavery,Negative
Give yourself permission to be creative,Positive
The tale of the boy who tricked the Devil,Positive
Can we regenerate heart muscle with stem cells?,Positive
"Better toilets, better life",Positive
This is what happens when you hit the gas,Neutral
How optical illusions trick your brain,Neutral
The problem with the U.S. bail system,Negative
What reality are you creating for yourself?,Positive
My wish: Build the Encyclopedia of Life,Positive
How whistle-blowers shape history,Positive
The world is running out of water — but new tech can help,Positive
The fastest ambulance? A motorcycle,Positive
Nerdcore comedy,Positive
Success is a continuous journey,Positive
My secret to staying focused under pressure,Positive
Can you solve the prisoner hat riddle?,Neutral
Between music and medicine,Neutral
3 things I learned while my plane crashed,Negative
"The Airstream, restyled",Positive
Does color blindness perpetuate racism?,Negative
The shrimp with a kick!,Positive
"Music is medicine, music is sanity",Positive
What we're learning from online education,Neutral
Skin color is an illusion,Neutral
What if all US health care costs were transparent?,Neutral
How playing an instrument benefits your brain,Positive
Our buggy moral code,Negative
"""Illusions for a better society""",Positive
"Post-crash, investing in a better world",Positive
"A creative solution for the water crisis in Flint, Michigan",Positive
How vaccines are developed -- and why they're safe,Positive
How does income affect childhood brain development?,Neutral
The real reason female entrepreneurs get less funding,Negative
So we leaned in ... now what?,Neutral
A commodities exchange for Ethiopia,Positive
Autism — what we know (and what we don't know yet),Neutral
The funny thing about the American Dream,Positive
How to activate ideas,Positive
What time is it on Mars?,Neutral
"The physics of the ""hardest move"" in ballet",Neutral
The small and surprisingly dangerous detail the police track about you,Negative
How I work to protect women from honor killings,Positive
"How to come out at work, about anything",Positive
Beats that break barriers,Positive
How do schools of fish swim in harmony?,Neutral
What's normal anxiety -- and what's an anxiety disorder?,Neutral
Why is algebra so hard? The answer is surprisingly simple,Neutral
¿Por qué nos emociona la música?,Positive
Learn to use the 13th-century astrolabe,Neutral
Brilliant designs to fit more people in every city,Positive
Why do your knuckles pop?,Neutral
A 3D-printed jumbo jet?,Neutral
Why you don't like the sound of your own voice,Neutral
How to tie your shoes,Neutral
To invent is to give,Positive
Can beauty open our hearts to difficult conversations?,Positive
Why the hospital of the future will be your own home,Positive
Let's take back the Internet!,Positive
Why medieval politics was nothing like Game of Thrones,Neutral
How do we find dignity at work?,Positive
"Doodlers, unite!",Positive
Dare to educate Afghan girls,Positive
How AI could empower any business,Positive
The age-old sharing economies of Africa -- and why we should scale them,Positive
7 rules for making more happiness,Positive
How mobile phones helped solve two murders,Positive
"Music, movement and poetry",Positive
Poetry of youth and age,Neutral
How music can help you find peace after loss,Positive
"An astronaut's story of curiosity, perspective and change",Positive
How your nature photos can help protect wild animals,Positive
What to do when climate change feels unstoppable,Negative
Why I'm rowing across the Pacific,Positive
The happy secret to better work,Positive
The hidden opportunities of the informal economy,Positive
Why being your true self is the most selfless act,Positive
"Can we create the ""perfect"" farm?",Positive
The psychology of narcissism,Neutral
Technology hasn't changed love. Here's why,Neutral
Can you outsmart the apples and oranges fallacy?,Neutral
The birth of the open-source learning revolution,Positive
5 steps to fix any problem at work,Positive
How mindful home design fosters social connection,Positive
How we can fight antibiotic-resistant superbugs with a new class of vaccines,Positive
Why people need poetry,Positive
A colorful case for outside-the-box thinking on identity,Positive
How to be a good ancestor,Positive
How do you know whom to trust?,Neutral
What cameras see that our eyes don't,Neutral
Why do animals form swarms?,Neutral
What happens in your brain when you pay attention?,Neutral
Sustainable seafood? Let's get smart,Positive
The fight for freedom in Iran and Ukraine,Negative
"How marijuana reform could repair, reclaim and restore communities",Positive
What your doctor won’t disclose,Negative
How to help employees with disabilities thrive,Positive
Kids are speaking up for the environment. Let's listen,Positive
How do personality tests work?,Neutral
What marrying an immigrant taught me about cultural bias,Positive
"The good news on poverty (Yes, there's good news)",Positive
A one-man musical phenomenon,Positive
"We train soldiers for war. Let's train them to come home, too",Positive
Why city flags may be the worst-designed thing you've never noticed,Negative
The science of stage fright (and how to overcome it),Positive
What if the best fertilizer was an algorithm?,Positive
Nature's fortress: How cacti keep water in and predators out,Neutral
"""Drottning Kristina""",Neutral
What's that ringing in your ears?,Neutral
The difference between healthy and unhealthy love,Neutral
The conscience of television,Neutral
Food revolutionaries,Positive
Would you opt for a life with no pain?,Neutral
"""Love Is a Loaded Pistol""",Negative
"Lose your ego, find your compassion",Positive
"For parents, happiness is a very high bar",Negative
The mysterious workings of the adolescent brain,Neutral
Technology can't fix inequality -- but training and opportunities could,Positive
What happens if you cut down all of a city's trees?,Negative
"The new jobs of the future, and other insights on the changing workforce",Positive
A beatboxing lesson from a father-daughter duo,Positive
A strategy for supporting and listening to others,Positive
How to live with economic doomsaying,Negative
Can you outsmart Fate and break her ancient curse?,Negative
"Tactile photographs that display worlds of light, shadow and mood",Positive
Is there a limit to technological progress?,Neutral
It's (past) time to appreciate cultural diversity,Positive
The nuances of flag design  — and how branding unifies us,Positive
"In the Internet age, dance evolves ...",Positive
What intelligent machines can learn from a school of fish,Positive
How I sued Cambridge Analytica over my personal data,Positive
"""Healthcare Anthem of Merck KGaA, Darmstadt, Germany""",Neutral
Art that lets you talk back to NSA spies,Negative
The new open-source economics,Positive
What's the connection between sleep and Alzheimer's disease?,Neutral
How food shapes our cities,Neutral
How caffeine and alcohol affect your sleep,Neutral
A look inside the brain in real time,Neutral
Let's talk about dying,Neutral
How do animals experience pain?,Neutral
Why your phone battery gets worse over time,Neutral
Why do we see illusions?,Neutral
What makes someone vote against their political party?,Neutral
Lessons from the 1918 flu,Neutral
How to keep rivers and streams flowing,Positive
These companies with no CEO are thriving,Positive
How we'll predict the next refugee crisis,Neutral
Keep your goals to yourself,Neutral
What makes tattoos permanent?,Neutral
The battle that formed the universe,Neutral
Can cannabis help you sleep? Here's the science,Neutral
Why is it so hard to escape poverty?,Negative
What prosecutors and incarcerated people can learn from each other,Positive
How a new species of ancestors is changing our theory of human evolution,Neutral
"""The Nutritionist""",Neutral
Are we over-medicalized?,Negative
The underground cities of the Byzantine Empire,Neutral
"""Rebelosis"" / ""Rebel Rock"" / ""Rebel on That Level""",Positive
For the love of birds,Positive
How we can turn the cold of outer space into a renewable resource,Positive
The biggest risks facing cities -- and some solutions,Neutral
How AI will step off the screen and into the real world,Positive
How video calls can help foster connection,Positive
What if a single human right could change the world?,Positive
"To detect diseases earlier, let's speak bacteria's secret language",Positive
How to choose your news,Neutral
Your kids might live on Mars. Here's how they'll survive,Positive
Dreams and details for a decarbonized future,Positive
A provocative way to finance the fight against climate change,Positive
How we can bring mental health support to refugees,Positive
The origins of blackface and Black stereotypes,Negative
What is imposter syndrome and how can you combat it?,Positive
Por qué necesitamos proteger el alta mar,Positive
What AI is -- and isn't,Neutral
Why good leaders make you feel safe,Positive
The bias behind your undiagnosed chronic pain,Negative
How a strong creative industry helps economies thrive,Positive
The surprising link between stress and memory,Neutral
Forget Wi-Fi. Meet the new Li-Fi Internet,Positive
Why entrepreneurship flourishes in the countryside,Positive
"Meet Rezero, the dancing ballbot",Positive
My road trip through the whitest towns in America,Neutral
A better way to harvest bone marrow,Positive
Why global jihad is losing,Positive
The princess who rewrote history ,Positive
"How to win an argument (at the US Supreme Court, or anywhere)",Neutral
Demand a more open-source government,Positive
A sci-fi story of Earth's renewal,Positive
"The incredible, bendable, twistable, expandable elephant trunk",Positive
Inside the mind of a former radical jihadist,Negative
What adults can learn from kids,Positive
Why Africa needs community-led conservation,Positive
Why great leaders take humor seriously,Positive
The dangers of willful blindness,Negative
The benefits of a bilingual brain,Positive
Why specializing early doesn't always mean career success,Neutral
Why rumors about vaccines spread -- and how to rebuild trust,Positive
The most precious commodity of all?,Neutral
Interactive experiences with perceptual computing,Neutral
"An honest history of an ancient and ""nasty"" word",Neutral
Lessons in business ... from prison,Positive
The world's first AI legal assistant ,Positive
Is religion good or bad? (This is a trick question),Neutral
"Science is for everyone, kids included",Positive
"""My Fine Reward""",Positive
Can we domesticate germs?,Neutral
The online community supporting queer Africans,Positive
A teacher growing green in the South Bronx,Positive
"Mammoths resurrected, geoengineering and other thoughts from a futurist",Positive
What's the fastest way to alphabetize your bookshelf?,Neutral
"""To Make Use of Water""",Neutral
Navigating career turbulence,Neutral
Anti-gravity sculpture,Positive
We need to talk about an injustice,Negative
Fly with the Jetman,Positive
Which animal has the best eyesight?,Neutral
Growing new organs,Positive
The greatest TED Talk ever sold,Neutral
Animations of unseeable biology,Neutral
Why public beheadings get millions of views,Negative
What rivers can tell us about the earth's history,Neutral
Where in the world is it easiest to get rich?,Neutral
The surprising habits of original thinkers,Positive
How COVID-19 reshaped US cities,Neutral
How I use sonar to navigate the world,Positive
"To save the climate, we have to reimagine capitalism",Positive
The true cost of financial dependence,Negative
Human-centered justice,Positive
Why can't you put metal in a microwave?,Neutral
How to have constructive conversations,Positive
The missing link to renewable energy,Positive
We could kick-start life on another planet. Should we?,Neutral
How architecture sustains culture -- and empowers displaced people,Positive
My mushroom burial suit,Positive
"How giant websites design for you (and a billion others, too)",Neutral
Politics and religion are technologies,Neutral
The security mirage,Negative
"Can we ""print"" smart objects?",Neutral
Remembering climate change ... a message from the year 2071,Negative
The Panama Papers exposed a huge global problem. What's next?,Negative
Singing old poems to life,Positive
HR lessons from the world of Silicon Valley start-ups,Neutral
Hypnotic South Asian improv music,Positive
"How one person saved over 2,000 children from the Nazis",Positive
What Brexit means for Scotland,Neutral
The global goals we've made progress on -- and the ones we haven't,Neutral
A simple way to inspire your team,Positive
The need for family reunification -- to make families whole again,Positive
Could we build a wooden skyscraper?,Positive
How biochar removes CO2 from the air -- and helps farmers thrive,Positive
The beauty of being a misfit,Positive
How failure cultivates resilience,Positive
This gel can make you stop bleeding instantly,Positive
The life cycle of a pair of jeans,Neutral
Breakthrough designs for ultra-low-cost products,Positive
The ordinary people doing extraordinary things in Ukraine,Positive
How one of the most profitable companies in history rose to power,Neutral
Can you solve Dongle's Difficult Dilemma?,Neutral
The ocean's ingenious climate solutions,Positive
The Opposites Game,Neutral
Finding the story inside the painting,Neutral
"The Tower of Epiphany | Think Like A Coder, Ep 7",Positive
Why good hackers make good citizens,Positive
"The epic of Gilgamesh, the king who tried to conquer death",Neutral
How to tap into your awareness -- and why meditation is easier than you think,Positive
How do we smell?,Neutral
"How women will lead us to freedom, justice and peace",Positive
The people who caused the climate crisis aren't the ones who will fix it,Negative
The other inconvenient truth,Negative
"""Fight For You""",Positive
How sleep can improve your immunity,Positive
"""Music for Wood and Strings""",Positive
Your body vs. implants,Neutral
"The Prison Break | Think Like A Coder, Ep 1",Neutral
My wish: Three unusual medical inventions,Positive
Why schools should teach entrepreneurship,Positive
"""San Francisco""",Neutral
7 tools for building a business people trust,Positive
"""Mana"" / ""Salt Water""",Neutral
The everyday beauty of playgrounds,Positive
How dirt bikes and STEM ignite ingenuity in Baltimore,Positive
How I repaired my own heart,Positive
The debut of the British Paraorchestra,Positive
Do politics make us irrational?,Neutral
"""Part II. The Journey Through Time"" / ""Ruslan and Lyudmila""",Neutral
Japan's scariest ghost story,Neutral
Why joy is a state of mind,Positive
"For more wonder, rewild the world",Positive
"""AI therapy""",Neutral
How your brain decides what is beautiful,Neutral
"The walk from ""no"" to ""yes""",Positive
How prisons can help inmates live meaningful lives,Positive
An Internet without screens might look like this,Positive
The urgent case for antibiotic-free animals,Negative
The magic of the Amazon: A river that flows invisibly all around us,Positive
Want to be happier? Stay in the moment,Positive
How the Industrial Revolution changed childhood,Neutral
"A futuristic vision for Latin America, rooted in ancient design",Positive
Can you solve the dragon jousting riddle?,Neutral
A robot that runs and swims like a salamander,Positive
Technology's epic story,Positive
A vision of the future from IBM's most prolific inventor,Positive
Why do our bodies age?,Neutral
"When you inform women, you transform lives",Positive
"Sculpted space, within and without",Positive
New insights on poverty,Neutral
How to be an active citizen and spark change,Positive
"A talking, squawking parrot",Positive
Not all scientific studies are created equal,Neutral
Do larger animals take longer to pee?,Neutral
Passing the mic to migrant farmer workers,Positive
"""Iyeza"" / ""Zabalaza""",Positive
Taking trash talk to a whole new level,Neutral
Why we need to fight misinformation about vaccines,Positive
Why I built my own time machine,Positive
How societies can grow old better,Positive
The history of our world in 18 minutes,Neutral
What seaweed and cow burps have to do with climate change,Neutral
Watch me fold origami (blindfolded),Positive
Why do Americans vote on Tuesdays?,Neutral
Why women should tell the stories of humanity,Positive
All things are Moleeds,Neutral
"Less stuff, more happiness",Positive
Help discover ancient ruins -- before it's too late,Negative
The clean energy hub of the future,Positive
A temporary tattoo that brings hospital care to the home,Positive
The anxiety that comes from being treated like an outsider,Negative
Fighters and mourners of the Ukrainian revolution,Negative
The world's biggest battery looks nothing like a battery,Positive
An easy way to cook up innovation,Positive
Why lunch ladies are heroes,Positive
When is a pandemic over?,Neutral
Bridges should be beautiful,Positive
Our moral imperative to act on climate change -- and 3 steps we can take (English voiceover),Positive
Why we should build wooden skyscrapers,Positive
The case for optimism,Positive
The secret to effective nonviolent resistance,Positive
Who makes judges?,Neutral
The invisible life hidden beneath Antarctica's ice,Neutral
Why is China appointing judges to combat climate change?,Neutral
The museum of you,Positive
A demo of wireless electricity,Positive
Inside an Antarctic time machine,Neutral
How your company can gain a global talent advantage,Positive
How we can turn the tide on climate,Positive
A story of mixed emoticons,Neutral
5 ways to create stronger connections,Positive
"A new way to build AI, openly",Positive
The reporting system that sexual assault survivors want,Positive
"""Everything I Need"" / ""Find Your Tribe"" / ""I Am Free""",Positive
How AI art could enhance humanity's collective memory,Positive
The first secret of design is ... noticing,Positive
"""Giving Space""",Positive
The tiny creature that secretly powers the planet,Positive
Meet the future of cancer research,Positive
How to stop swiping and find your person on dating apps,Positive
Why I gave my teenage daughter a vibrator,Positive
A moral blueprint for reimagining capitalism,Positive
How bees can keep the peace between elephants and humans,Positive
A queer vision of love and marriage,Positive
How to build a freelance career that works for you,Positive
What makes TB the world's most infectious killer?,Negative
"""You Are Not Alone"" / ""Extraordinary Being"" / ""Shine""",Positive
Finding a new frequency,Positive
How does anesthesia work?,Neutral
The gender-fluid history of the Philippines,Neutral
Lessons from a former Air Force pilot on counterintuitive thinking,Positive
How to build an equitable and just climate future,Positive
"To solve old problems, study new species",Positive
What I learned from Nelson Mandela,Positive
How your body could become its own diagnostic lab,Positive
What happened to antimatter?,Neutral
Four ways to fix a broken legal system,Positive
"""Rollercoaster""",Positive
What happens to people in solitary confinement,Negative
The amazing story of the man who gave us modern pain relief,Positive
What happens to gas stations when the world goes electric?,Neutral
"It's time for ""The Talk""",Neutral
What caused the Rwandan Genocide?,Negative
Our shared condition -- consciousness,Neutral
The freakonomics of crack dealing,Neutral
The life code that will reshape the future,Positive
"Poems of war, peace, women, power",Neutral
"For future AI, the prompt is you",Positive
The urgent risks of runaway AI — and what to do about them,Negative
The beautiful balance between courage and fear,Positive
Could a tattoo help you stay healthy?,Positive
The gory history of barber surgeons,Neutral
Faith versus tradition in Islam,Neutral
What is COP26?,Neutral
Gaming for understanding,Positive
Why violence clusters in cities -- and how to reduce it,Positive
My year of saying yes to everything,Positive
Your invitation to disrupt philanthropy,Positive
The nostalgia behind your favorite Chinese food,Positive
The money talk that every couple needs to have,Positive
A Holocaust survivor's blueprint for happiness,Positive
The best way to help is often just to listen,Positive
How to survive a nuclear attack,Negative
What happens when a Silicon Valley technologist works for the government,Neutral
3 steps to build peace and create meaningful change,Positive
Are we the last generation — or the first sustainable one?,Neutral
How Benjamin Button got his face,Neutral
"""STILL C U"" / ""Figures""",Neutral
Making peace is a marathon,Positive
How to lead with radical candor,Positive
What it's like to be the child of immigrants,Neutral
Poetry that frees the soul,Positive
The danger of AI is weirder than you think,Negative
A walk through the stages of sleep,Neutral
The underground cities of the Byzantine Empire,Neutral
How deepfakes undermine truth and threaten democracy,Negative
What happens when we take humans out of work?,Negative
Where is home?,Neutral
How volumetric video brings a new dimension to filmmaking,Positive
Alzheimer's is not normal aging — and we can cure it,Positive
Did the global response to 9/11 make us safer?,Neutral
My epic journey becoming the fastest person to paddle around Australia,Positive
The future of early cancer detection?,Positive
"""I Hope"" / ""DAWN""",Positive
The hidden beauty of pollination,Positive
"A new model of microfinance for Africa, and beyond",Positive
The habit that could improve your career,Positive
If superpowers were real: Super speed,Neutral
Humanizar los cuidados intensivos,Positive
Mind-blowing stage sculptures that fuse music and technology,Positive
Why act now?,Positive
How games make kids smarter,Positive
What happens as we die?,Neutral
"What causes yeast infections, and how do you get rid of them?",Neutral
"""Awoo""",Neutral
The future of lying,Neutral
The mysterious life and death of Rasputin,Neutral
Growing up in the universe,Positive
10 years to transform the future of humanity -- or destabilize the planet,Negative
How to protect your rights in the age of AI,Positive
Can you solve the virus riddle?,Neutral
Sound and sentiment,Positive
"Aliens, love -- where are they?",Neutral
"Entropy, order and the theory of the multiverse",Neutral
My quest to end the horror of gun violence in the US,Positive
The inside story of the Paris climate agreement,Neutral
"How I fell in love with quasars, blazars and our incredible universe",Positive
Your phone company is watching,Negative
3 lessons on success from an Arab businesswoman,Positive
Detroit's climate crisis — and how to build a resilient future everywhere,Positive
The bizarre world of parasitic wasps,Neutral
Meet the founder of the blog revolution,Positive
Eco-friendly drywall,Positive
"""The Dog Song""",Positive
What happens if an engineered virus escapes the lab?,Negative
A dose of reality about generic drugs,Neutral
An ethical plan for ending the pandemic and restarting the economy,Positive
How new technology helps blind people explore the world,Positive
The science of cells that never get old,Positive
The secret student resistance to Hitler ,Negative
An instrument anyone can play,Positive
How video games can level up the way you learn,Positive
How memory science can help fight harassment,Positive
The emergent patterns of climate change,Neutral
Our refugee system is failing. Here's how we can fix it,Negative
The benefits of not being a jerk to yourself,Positive
The joyful tradition of mountain music,Positive
"The secrets of nature's grossest creatures, channeled into robots",Neutral
How online abuse of women has spiraled out of control,Negative
How to end the pandemic -- and prepare for the next,Positive
Why do beavers build dams?,Neutral
Your 3-step guide to setting better boundaries at work,Positive
The awful logic of land mines -- and an app that helps people avoid them,Negative
A political party for women's equality,Positive
Our antisocial phone tricks,Negative
"The World Machine | Think Like A Coder, Ep 10",Neutral
An electrifying acoustic guitar performance,Positive
The camel's hump,Neutral
Let's make the world wild again,Positive
How to alter the perception of mental health care in Russia,Positive
How does alcohol cause hangovers?,Neutral
How do you save a shark you know nothing about?,Neutral
How to use creative writing to bear witness,Positive
6 ways to improve your relationship with money,Positive
How protest is redefining democracy around the world,Positive
This app makes it fun to pick up litter,Positive
The myth of the moon goddess,Neutral
The exhilarating peace of freediving,Positive
The voices in my head,Negative
The world's English mania,Neutral
Are China and the US doomed to conflict?,Negative
The secret US prisons you've never heard of before,Negative
Confessions of a bad feminist,Neutral
Could we treat Alzheimer's with light and sound?,Positive
Please don't take my Air Jordans,Negative
The era of blind faith in big data must end,Negative
Asia's rise -- how and when,Neutral
My love letter to cosplay,Positive
"A prosthetic arm that ""feels""",Positive
"To eliminate waste, we need to rediscover thrift",Positive
To learn is to be free,Positive
This weather forecasting model is actually accurate,Positive
A reality check on renewables,Neutral
Are locust plagues unstoppable?,Neutral
Walk the earth ... my 17-year vow of silence,Positive
A makerspace for everyone,Positive
Ukraine's fight to keep educating its children,Positive
"Global warming's theme song, ""Manhattan in January""",Negative
What I saw in the war,Negative
How to discover your business's competitive advantage,Positive
